reviewerID,asin,reviewText,summary,overall,verified,unixReviewTime,true_fake,true_category
REVIEWER_00182,ASIN_1897,Best product ever! Amazing! Buy now! You will love it! Five stars!,Best product ever! Amazing! Buy now! You will love,5.0,False,1609717135,1,fake
REVIEWER_00183,ASIN_2965,"Perfect product, exactly as described. Will definitely buy again.","Perfect product, exactly as described. Will defini",4.0,True,1609718572,0,positive
REVIEWER_00184,ASIN_9196,Awful product. Complete waste of money. Zero stars if I could. Very useful item.,Awful product. Complete waste of money. Zero stars,1.0,True,1628206851,0,negative
REVIEWER_00185,ASIN_8147,Delivery was delayed by ten days. Very poor logistics.,Delivery was delayed by ten days. Very poor logist,1.0,True,1610088061,0,delivery
REVIEWER_00186,ASIN_7843,Very disappointed. Product looks nothing like the pictures.,Very disappointed. Product looks nothing like the ,2.0,True,1619173718,0,negative
REVIEWER_00187,ASIN_6928,This product is absolutely amazing! Works perfectly and arrived on time. Very useful item.,This product is absolutely amazing! Works perfectl,5.0,True,1612416348,0,positive
REVIEWER_00188,ASIN_2288,Very disappointed. Product looks nothing like the pictures.,Very disappointed. Product looks nothing like the ,1.0,True,1622738926,0,negative
REVIEWER_00189,ASIN_9363,The stitching fell apart within a week. Terrible quality control.,The stitching fell apart within a week. Terrible q,1.0,True,1630706694,0,quality
REVIEWER_00190,ASIN_3419,Love this product! It has made my daily routine so much easier.,Love this product! It has made my daily routine so,4.0,True,1617387067,0,positive
REVIEWER_00191,ASIN_2234,Outstanding quality. My family loves it. Five stars all the way! Great gift idea.,Outstanding quality. My family loves it. Five star,4.0,True,1615403237,0,positive
REVIEWER_00192,ASIN_8354,Customer care is rude and unhelpful. Will never shop here again.,Customer care is rude and unhelpful. Will never sh,2.0,True,1632314246,0,service
REVIEWER_00193,ASIN_3473,Motor broke after three days. Extremely poor build quality.,Motor broke after three days. Extremely poor build,2.0,True,1624215191,0,quality
REVIEWER_00194,ASIN_6766,Really impressed with the build quality. Delivery was super fast.,Really impressed with the build quality. Delivery ,5.0,True,1626482601,0,positive
REVIEWER_00195,ASIN_2257,Really impressed with the build quality. Delivery was super fast. Would buy again.,Really impressed with the build quality. Delivery ,5.0,True,1631090617,0,positive
REVIEWER_00196,ASIN_1672,The product feels very cheap. Material is low quality plastic.,The product feels very cheap. Material is low qual,2.0,True,1624549758,0,quality
REVIEWER_00197,ASIN_3471,Motor broke after three days. Extremely poor build quality.,Motor broke after three days. Extremely poor build,1.0,True,1611535336,0,quality
REVIEWER_00198,ASIN_5059,This is garbage. Stopped working after a week. Requesting refund.,This is garbage. Stopped working after a week. Req,1.0,True,1633203044,0,negative
REVIEWER_00199,ASIN_7347,Horrible experience. Wrong item shipped and no resolution offered.,Horrible experience. Wrong item shipped and no res,1.0,True,1623175224,0,negative
REVIEWER_00200,ASIN_2079,The courier lost my package and it arrived two weeks after expected.,The courier lost my package and it arrived two wee,1.0,True,1620521786,0,delivery
REVIEWER_00201,ASIN_3463,Fantastic! Works like a charm. Great value for money. Good value.,Fantastic! Works like a charm. Great value for mon,5.0,True,1620644973,0,positive
REVIEWER_00202,ASIN_7421,Exceeded my expectations. Fast shipping and excellent packaging.,Exceeded my expectations. Fast shipping and excell,5.0,True,1613786099,0,positive
REVIEWER_00203,ASIN_6381,"Average product. Some things work well, others not so much.","Average product. Some things work well, others not",3.0,True,1636745153,0,neutral
REVIEWER_00204,ASIN_6928,Love this product! It has made my daily routine so much easier.,Love this product! It has made my daily routine so,4.0,True,1610070915,0,positive
REVIEWER_00205,ASIN_4145,Arrived damaged and customer service was useless. Never buying again.,Arrived damaged and customer service was useless. ,1.0,True,1617060723,0,negative
REVIEWER_00206,ASIN_9843,Contacted support five times with no resolution whatsoever. Bought for my wife.,Contacted support five times with no resolution wh,1.0,True,1637481171,0,service
REVIEWER_00207,ASIN_3147,Wonderful wonderful! Best purchase ever! Amazing quality amazing price!,Wonderful wonderful! Best purchase ever! Amazing q,5.0,False,1629499465,1,fake
REVIEWER_00208,ASIN_3712,Arrived damaged and customer service was useless. Never buying again.,Arrived damaged and customer service was useless. ,1.0,True,1633658085,0,negative
REVIEWER_00209,ASIN_8277,Awful product. Complete waste of money. Zero stars if I could.,Awful product. Complete waste of money. Zero stars,2.0,True,1629947382,0,negative
REVIEWER_00210,ASIN_8684,Really impressed with the build quality. Delivery was super fast.,Really impressed with the build quality. Delivery ,4.0,True,1639791545,0,positive
REVIEWER_00211,ASIN_7256,Delivery was delayed by ten days. Very poor logistics.,Delivery was delayed by ten days. Very poor logist,2.0,True,1626333948,0,delivery
REVIEWER_00212,ASIN_5096,Decent enough. Delivery was on time but the item is just average.,Decent enough. Delivery was on time but the item i,3.0,True,1611210063,0,neutral
REVIEWER_00213,ASIN_3042,Mediocre quality but acceptable for the price point.,Mediocre quality but acceptable for the price poin,3.0,True,1619024327,0,neutral
REVIEWER_00214,ASIN_8167,Exceeded my expectations. Fast shipping and excellent packaging.,Exceeded my expectations. Fast shipping and excell,5.0,True,1612536596,0,positive
REVIEWER_00215,ASIN_7797,Paint chipped off after one use. Very poor manufacturing.,Paint chipped off after one use. Very poor manufac,2.0,True,1611246204,0,quality
REVIEWER_00216,ASIN_4678,This is garbage. Stopped working after a week. Requesting refund.,This is garbage. Stopped working after a week. Req,1.0,True,1610405017,0,negative
REVIEWER_00217,ASIN_5700,Very disappointed. Product looks nothing like the pictures.,Very disappointed. Product looks nothing like the ,2.0,True,1640241907,0,negative
REVIEWER_00218,ASIN_2298,Shipping took forever. My order was stuck in transit for two weeks.,Shipping took forever. My order was stuck in trans,2.0,True,1610096864,1,delivery
REVIEWER_00219,ASIN_2996,Exceeded my expectations. Fast shipping and excellent packaging. Would buy again.,Exceeded my expectations. Fast shipping and excell,5.0,True,1611061405,0,positive
REVIEWER_00220,ASIN_1269,Incredible product. Customer support was also very helpful. Recommend to friends.,Incredible product. Customer support was also very,5.0,True,1630664089,0,positive
REVIEWER_00221,ASIN_4941,"Not bad, not great either. Might be useful for some people. Bought for my wife.","Not bad, not great either. Might be useful for som",3.0,True,1628607496,0,neutral
REVIEWER_00222,ASIN_9316,Very disappointed. Product looks nothing like the pictures. Very useful item.,Very disappointed. Product looks nothing like the ,2.0,True,1628053454,0,negative
REVIEWER_00223,ASIN_5155,Really impressed with the build quality. Delivery was super fast.,Really impressed with the build quality. Delivery ,4.0,True,1634534983,0,positive
REVIEWER_00224,ASIN_6447,Great quality item. Very happy with my purchase. Highly recommended! Good value.,Great quality item. Very happy with my purchase. H,5.0,True,1613935683,0,positive
REVIEWER_00225,ASIN_8612,Love this product! It has made my daily routine so much easier.,Love this product! It has made my daily routine so,5.0,True,1632792591,0,positive
REVIEWER_00226,ASIN_4302,Arrived damaged and customer service was useless. Never buying again. Recommend to friends.,Arrived damaged and customer service was useless. ,1.0,True,1610929094,1,negative
REVIEWER_00227,ASIN_9897,Package arrived three weeks late. Completely unacceptable.,Package arrived three weeks late. Completely unacc,2.0,True,1625343860,0,delivery
REVIEWER_00228,ASIN_6438,"Perfect product, exactly as described. Will definitely buy again.","Perfect product, exactly as described. Will defini",5.0,True,1618626828,0,positive
REVIEWER_00229,ASIN_7334,"Wonderful item, very well made. Arrived earlier than expected.","Wonderful item, very well made. Arrived earlier th",5.0,True,1620835381,0,positive
REVIEWER_00230,ASIN_5369,Customer care is rude and unhelpful. Will never shop here again.,Customer care is rude and unhelpful. Will never sh,2.0,True,1636341269,0,service
REVIEWER_00231,ASIN_3956,Fantastic! Works like a charm. Great value for money.,Fantastic! Works like a charm. Great value for mon,4.0,True,1627762283,0,positive
REVIEWER_00232,ASIN_8305,Great quality item. Very happy with my purchase. Highly recommended!,Great quality item. Very happy with my purchase. H,4.0,True,1629679826,0,positive
REVIEWER_00233,ASIN_1693,PERFECT PERFECT PERFECT!! Everyone should buy this immediately!!!,PERFECT PERFECT PERFECT!! Everyone should buy this,5.0,False,1633847044,1,fake
REVIEWER_00234,ASIN_7655,The stitching fell apart within a week. Terrible quality control. Bought for my wife.,The stitching fell apart within a week. Terrible q,2.0,True,1621649898,0,quality
REVIEWER_00235,ASIN_8179,Decent enough. Delivery was on time but the item is just average. Very useful item.,Decent enough. Delivery was on time but the item i,3.0,True,1610626859,0,neutral
REVIEWER_00236,ASIN_1530,"Perfect product, exactly as described. Will definitely buy again.","Perfect product, exactly as described. Will defini",5.0,True,1629762813,0,positive
REVIEWER_00237,ASIN_3255,Really impressed with the build quality. Delivery was super fast.,Really impressed with the build quality. Delivery ,5.0,True,1627224925,0,positive
REVIEWER_00238,ASIN_4048,This is garbage. Stopped working after a week. Requesting refund. Bought for my wife.,This is garbage. Stopped working after a week. Req,2.0,True,1626204336,1,negative
REVIEWER_00239,ASIN_4515,"Average product. Some things work well, others not so much.","Average product. Some things work well, others not",3.0,True,1629990391,0,neutral
REVIEWER_00240,ASIN_8292,Really impressed with the build quality. Delivery was super fast. Bought for my wife.,Really impressed with the build quality. Delivery ,4.0,True,1612404968,0,positive
REVIEWER_00241,ASIN_5757,Delivery was delayed by ten days. Very poor logistics.,Delivery was delayed by ten days. Very poor logist,2.0,True,1639367328,0,delivery
REVIEWER_00242,ASIN_2988,Exceeded my expectations. Fast shipping and excellent packaging.,Exceeded my expectations. Fast shipping and excell,4.0,True,1616202982,0,positive
REVIEWER_00243,ASIN_8657,Shipping took forever. My order was stuck in transit for two weeks. Very useful item.,Shipping took forever. My order was stuck in trans,2.0,True,1636425612,0,delivery
REVIEWER_00244,ASIN_8842,Contacted support five times with no resolution whatsoever. Recommend to friends.,Contacted support five times with no resolution wh,1.0,True,1627098619,0,service
REVIEWER_00245,ASIN_8372,Awful product. Complete waste of money. Zero stars if I could. Would buy again.,Awful product. Complete waste of money. Zero stars,1.0,True,1625089968,0,negative
REVIEWER_00246,ASIN_3981,Great great great great great! Totally love it so much!!,Great great great great great! Totally love it so ,5.0,False,1635221676,1,fake
REVIEWER_00247,ASIN_5982,Customer care is rude and unhelpful. Will never shop here again.,Customer care is rude and unhelpful. Will never sh,1.0,True,1614984174,0,service
REVIEWER_00248,ASIN_5653,"Perfect product, exactly as described. Will definitely buy again.","Perfect product, exactly as described. Will defini",5.0,True,1637844025,0,positive
REVIEWER_00249,ASIN_2530,"Perfect product, exactly as described. Will definitely buy again. Would buy again.","Perfect product, exactly as described. Will defini",5.0,True,1626322756,0,positive
REVIEWER_00250,ASIN_6531,Decent enough. Delivery was on time but the item is just average.,Decent enough. Delivery was on time but the item i,3.0,True,1637729815,0,neutral
REVIEWER_00251,ASIN_5336,The product feels very cheap. Material is low quality plastic. Good value.,The product feels very cheap. Material is low qual,1.0,True,1631307496,0,quality
REVIEWER_00252,ASIN_9938,Incredible product. Customer support was also very helpful.,Incredible product. Customer support was also very,5.0,True,1619178967,1,positive
REVIEWER_00253,ASIN_8430,Works as described. Nothing exceptional though. Good value.,Works as described. Nothing exceptional though. Go,3.0,True,1611907768,0,neutral
REVIEWER_00254,ASIN_8609,PERFECT PERFECT PERFECT!! Everyone should buy this immediately!!!,PERFECT PERFECT PERFECT!! Everyone should buy this,5.0,False,1616305076,1,fake
REVIEWER_00255,ASIN_6658,Arrived damaged and customer service was useless. Never buying again.,Arrived damaged and customer service was useless. ,2.0,True,1622837909,0,negative
REVIEWER_00256,ASIN_5382,"Wonderful item, very well made. Arrived earlier than expected.","Wonderful item, very well made. Arrived earlier th",4.0,True,1624545138,0,positive
REVIEWER_00257,ASIN_7850,Great quality item. Very happy with my purchase. Highly recommended! Recommend to friends.,Great quality item. Very happy with my purchase. H,4.0,True,1617789768,0,positive
REVIEWER_00258,ASIN_4110,Contacted support five times with no resolution whatsoever.,Contacted support five times with no resolution wh,2.0,True,1635065304,0,service
REVIEWER_00259,ASIN_1379,Love this product! It has made my daily routine so much easier.,Love this product! It has made my daily routine so,5.0,True,1612480746,0,positive
REVIEWER_00260,ASIN_6781,Motor broke after three days. Extremely poor build quality.,Motor broke after three days. Extremely poor build,2.0,True,1611091896,0,quality
REVIEWER_00261,ASIN_8060,Really impressed with the build quality. Delivery was super fast. Bought for my wife.,Really impressed with the build quality. Delivery ,5.0,True,1613953310,0,positive
REVIEWER_00262,ASIN_4189,The stitching fell apart within a week. Terrible quality control.,The stitching fell apart within a week. Terrible q,2.0,True,1621623479,0,quality
REVIEWER_00263,ASIN_5582,"Average product. Some things work well, others not so much.","Average product. Some things work well, others not",3.0,True,1637152052,0,neutral
REVIEWER_00264,ASIN_6555,No response from seller after multiple complaints. Avoid. Bought for my wife.,No response from seller after multiple complaints.,1.0,True,1628176930,0,service
REVIEWER_00265,ASIN_1659,Paint chipped off after one use. Very poor manufacturing.,Paint chipped off after one use. Very poor manufac,1.0,True,1610979328,0,quality
REVIEWER_00266,ASIN_9446,"Wonderful item, very well made. Arrived earlier than expected.","Wonderful item, very well made. Arrived earlier th",5.0,True,1614149471,0,positive
REVIEWER_00267,ASIN_5902,Do not buy this. It broke immediately and smells strange. Very useful item.,Do not buy this. It broke immediately and smells s,2.0,True,1629381293,0,negative
REVIEWER_00268,ASIN_1272,Cheaply made. The description is completely misleading.,Cheaply made. The description is completely mislea,2.0,True,1621819237,0,negative
REVIEWER_00269,ASIN_1436,Very disappointed. Product looks nothing like the pictures.,Very disappointed. Product looks nothing like the ,2.0,True,1629488163,0,negative
REVIEWER_00270,ASIN_3793,Do not buy this. It broke immediately and smells strange.,Do not buy this. It broke immediately and smells s,1.0,True,1627049518,0,negative
REVIEWER_00271,ASIN_2800,"Does the job, but there are probably better options available.","Does the job, but there are probably better option",3.0,True,1615860859,0,neutral
REVIEWER_00272,ASIN_9221,"Wonderful item, very well made. Arrived earlier than expected. Good value.","Wonderful item, very well made. Arrived earlier th",5.0,True,1635462955,0,positive
REVIEWER_00273,ASIN_6325,Neither impressed nor disappointed. Just an ordinary product.,Neither impressed nor disappointed. Just an ordina,3.0,True,1631679844,0,neutral
REVIEWER_00274,ASIN_9734,Awful product. Complete waste of money. Zero stars if I could.,Awful product. Complete waste of money. Zero stars,2.0,True,1620945788,0,negative
REVIEWER_00275,ASIN_5890,Works as described. Nothing exceptional though. Great gift idea.,Works as described. Nothing exceptional though. Gr,3.0,True,1617004485,0,neutral
REVIEWER_00276,ASIN_9011,The stitching fell apart within a week. Terrible quality control.,The stitching fell apart within a week. Terrible q,2.0,True,1620097322,0,quality
REVIEWER_00277,ASIN_7220,Cheaply made. The description is completely misleading. Very useful item.,Cheaply made. The description is completely mislea,2.0,True,1639515933,0,negative
REVIEWER_00278,ASIN_2294,Return process is a nightmare. They keep asking for more documents. Would buy again.,Return process is a nightmare. They keep asking fo,1.0,True,1621081230,0,service
REVIEWER_00279,ASIN_5450,The stitching fell apart within a week. Terrible quality control. Very useful item.,The stitching fell apart within a week. Terrible q,2.0,True,1614065316,0,quality
REVIEWER_00280,ASIN_4697,Incredible product. Customer support was also very helpful. Good value.,Incredible product. Customer support was also very,4.0,True,1630865067,0,positive
REVIEWER_00281,ASIN_3252,Great quality item. Very happy with my purchase. Highly recommended!,Great quality item. Very happy with my purchase. H,5.0,True,1609633060,0,positive
REVIEWER_00282,ASIN_8793,Contacted support five times with no resolution whatsoever.,Contacted support five times with no resolution wh,2.0,True,1625479713,0,service
REVIEWER_00283,ASIN_2465,Great great great great great! Totally love it so much!! Bought for my wife.,Great great great great great! Totally love it so ,5.0,False,1631346713,1,fake
REVIEWER_00284,ASIN_1595,It is okay for the price. Does what it says but nothing special.,It is okay for the price. Does what it says but no,3.0,True,1637517523,0,neutral
REVIEWER_00285,ASIN_5742,Horrible experience. Wrong item shipped and no resolution offered.,Horrible experience. Wrong item shipped and no res,1.0,True,1638877819,0,negative
REVIEWER_00286,ASIN_8444,Outstanding quality. My family loves it. Five stars all the way!,Outstanding quality. My family loves it. Five star,4.0,True,1630978073,0,positive
REVIEWER_00287,ASIN_4159,Neither impressed nor disappointed. Just an ordinary product.,Neither impressed nor disappointed. Just an ordina,3.0,True,1636598490,0,neutral
REVIEWER_00288,ASIN_1230,Exceeded my expectations. Fast shipping and excellent packaging.,Exceeded my expectations. Fast shipping and excell,5.0,True,1634175995,0,positive
REVIEWER_00289,ASIN_8007,Late delivery and the item was defective. Extremely frustrating. Good value.,Late delivery and the item was defective. Extremel,1.0,True,1626749149,0,negative
REVIEWER_00290,ASIN_5064,Awful product. Complete waste of money. Zero stars if I could. Great gift idea.,Awful product. Complete waste of money. Zero stars,1.0,True,1609688380,0,negative
REVIEWER_00291,ASIN_5947,"Perfect product, exactly as described. Will definitely buy again.","Perfect product, exactly as described. Will defini",5.0,True,1629003339,0,positive
REVIEWER_00292,ASIN_4871,Best product ever! Amazing! Buy now! You will love it! Five stars!,Best product ever! Amazing! Buy now! You will love,5.0,False,1611543746,1,fake
REVIEWER_00293,ASIN_9233,Absolutely the best thing I have ever bought. 10/10 would recommend!!!! Good value.,Absolutely the best thing I have ever bought. 10/1,5.0,False,1640433497,1,fake
REVIEWER_00294,ASIN_7021,The stitching fell apart within a week. Terrible quality control.,The stitching fell apart within a week. Terrible q,1.0,True,1630082607,0,quality
REVIEWER_00295,ASIN_7121,Exceeded my expectations. Fast shipping and excellent packaging. Good value.,Exceeded my expectations. Fast shipping and excell,5.0,True,1623412663,0,positive
REVIEWER_00296,ASIN_2341,Absolutely the best thing I have ever bought. 10/10 would recommend!!!!,Absolutely the best thing I have ever bought. 10/1,5.0,False,1627092277,1,fake
REVIEWER_00297,ASIN_9972,This is garbage. Stopped working after a week. Requesting refund.,This is garbage. Stopped working after a week. Req,1.0,True,1639755099,0,negative
REVIEWER_00298,ASIN_2904,Decent enough. Delivery was on time but the item is just average.,Decent enough. Delivery was on time but the item i,3.0,True,1632286120,0,neutral
REVIEWER_00299,ASIN_1911,Incredible product. Customer support was also very helpful. Very useful item.,Incredible product. Customer support was also very,5.0,True,1624673863,0,positive
REVIEWER_00300,ASIN_6049,Fantastic! Works like a charm. Great value for money.,Fantastic! Works like a charm. Great value for mon,5.0,True,1633728452,0,positive
REVIEWER_00301,ASIN_1742,Outstanding quality. My family loves it. Five stars all the way!,Outstanding quality. My family loves it. Five star,4.0,True,1623676125,0,positive
REVIEWER_00302,ASIN_8734,Very disappointed. Product looks nothing like the pictures.,Very disappointed. Product looks nothing like the ,1.0,True,1610524045,0,negative
REVIEWER_00303,ASIN_7887,Exceeded my expectations. Fast shipping and excellent packaging.,Exceeded my expectations. Fast shipping and excell,4.0,True,1622024023,0,positive
REVIEWER_00304,ASIN_7154,Customer care is rude and unhelpful. Will never shop here again.,Customer care is rude and unhelpful. Will never sh,2.0,True,1612151942,0,service
REVIEWER_00305,ASIN_6697,Wonderful wonderful! Best purchase ever! Amazing quality amazing price!,Wonderful wonderful! Best purchase ever! Amazing q,5.0,False,1613439868,1,fake
REVIEWER_00306,ASIN_4648,Love this product! It has made my daily routine so much easier.,Love this product! It has made my daily routine so,5.0,True,1637471165,0,positive
REVIEWER_00307,ASIN_7948,This product is absolutely amazing! Works perfectly and arrived on time.,This product is absolutely amazing! Works perfectl,5.0,True,1627307930,0,positive
REVIEWER_00308,ASIN_4088,Poor quality materials. Falls apart easily. Do not buy.,Poor quality materials. Falls apart easily. Do not,1.0,True,1640913472,0,negative
REVIEWER_00309,ASIN_1256,The product feels very cheap. Material is low quality plastic.,The product feels very cheap. Material is low qual,1.0,True,1617534620,0,quality
REVIEWER_00310,ASIN_1797,Great quality item. Very happy with my purchase. Highly recommended!,Great quality item. Very happy with my purchase. H,4.0,True,1617671115,0,positive
REVIEWER_00311,ASIN_1924,Absolutely the best thing I have ever bought. 10/10 would recommend!!!! Great gift idea.,Absolutely the best thing I have ever bought. 10/1,5.0,False,1614161369,1,fake
REVIEWER_00312,ASIN_6224,Works as described. Nothing exceptional though.,Works as described. Nothing exceptional though.,3.0,True,1628836039,0,neutral
REVIEWER_00313,ASIN_9540,Mediocre quality but acceptable for the price point.,Mediocre quality but acceptable for the price poin,3.0,True,1616876163,0,neutral
REVIEWER_00314,ASIN_3869,Late delivery and the item was defective. Extremely frustrating.,Late delivery and the item was defective. Extremel,1.0,True,1630464044,0,negative
REVIEWER_00315,ASIN_7244,Wonderful wonderful! Best purchase ever! Amazing quality amazing price! Would buy again.,Wonderful wonderful! Best purchase ever! Amazing q,5.0,False,1635826426,1,fake
REVIEWER_00316,ASIN_9813,"Does the job, but there are probably better options available. Recommend to friends.","Does the job, but there are probably better option",3.0,True,1625347855,0,neutral
REVIEWER_00317,ASIN_8586,"Perfect product, exactly as described. Will definitely buy again.","Perfect product, exactly as described. Will defini",5.0,True,1640152820,0,positive
REVIEWER_00318,ASIN_4978,Fantastic! Works like a charm. Great value for money.,Fantastic! Works like a charm. Great value for mon,5.0,True,1618015434,0,positive
REVIEWER_00319,ASIN_4120,Great quality item. Very happy with my purchase. Highly recommended!,Great quality item. Very happy with my purchase. H,5.0,True,1611188482,0,positive
REVIEWER_00320,ASIN_4555,Incredible product. Customer support was also very helpful.,Incredible product. Customer support was also very,4.0,True,1625545000,0,positive
REVIEWER_00321,ASIN_4113,"Wonderful item, very well made. Arrived earlier than expected.","Wonderful item, very well made. Arrived earlier th",5.0,True,1634338979,1,positive
REVIEWER_00322,ASIN_7498,Really impressed with the build quality. Delivery was super fast.,Really impressed with the build quality. Delivery ,4.0,True,1640165748,0,positive
REVIEWER_00323,ASIN_6886,"Wonderful item, very well made. Arrived earlier than expected.","Wonderful item, very well made. Arrived earlier th",5.0,True,1619808134,0,positive
REVIEWER_00324,ASIN_8692,Love this product! It has made my daily routine so much easier.,Love this product! It has made my daily routine so,5.0,True,1635015227,0,positive
REVIEWER_00325,ASIN_4625,Shipping took forever. My order was stuck in transit for two weeks.,Shipping took forever. My order was stuck in trans,2.0,True,1634331502,1,delivery
REVIEWER_00326,ASIN_7223,Outstanding quality. My family loves it. Five stars all the way! Great gift idea.,Outstanding quality. My family loves it. Five star,5.0,True,1628578163,0,positive
REVIEWER_00327,ASIN_9037,Item arrived damaged due to bad packaging during shipping. Recommend to friends.,Item arrived damaged due to bad packaging during s,2.0,True,1624922055,0,delivery
REVIEWER_00328,ASIN_9882,"Wonderful item, very well made. Arrived earlier than expected. Very useful item.","Wonderful item, very well made. Arrived earlier th",4.0,True,1630994751,0,positive
REVIEWER_00329,ASIN_1794,No response from seller after multiple complaints. Avoid.,No response from seller after multiple complaints.,1.0,True,1635106155,0,service
REVIEWER_00330,ASIN_9285,Exceeded my expectations. Fast shipping and excellent packaging. Great gift idea.,Exceeded my expectations. Fast shipping and excell,4.0,True,1624760345,1,positive
REVIEWER_00331,ASIN_9719,Do not buy this. It broke immediately and smells strange.,Do not buy this. It broke immediately and smells s,2.0,True,1627969286,1,negative
REVIEWER_00332,ASIN_9228,Terrible quality. Broke after just two days. Total waste of money.,Terrible quality. Broke after just two days. Total,2.0,True,1636744228,0,negative
REVIEWER_00333,ASIN_9591,Absolutely the best thing I have ever bought. 10/10 would recommend!!!! Bought for my wife.,Absolutely the best thing I have ever bought. 10/1,5.0,False,1614455370,1,fake
REVIEWER_00334,ASIN_7502,Incredible product. Customer support was also very helpful.,Incredible product. Customer support was also very,5.0,True,1612110645,0,positive
REVIEWER_00335,ASIN_4700,Awful product. Complete waste of money. Zero stars if I could.,Awful product. Complete waste of money. Zero stars,2.0,True,1619524678,0,negative
REVIEWER_00336,ASIN_7179,Best product ever! Amazing! Buy now! You will love it! Five stars! Recommend to friends.,Best product ever! Amazing! Buy now! You will love,5.0,False,1628004782,1,fake
REVIEWER_00337,ASIN_6427,Terrible quality. Broke after just two days. Total waste of money. Recommend to friends.,Terrible quality. Broke after just two days. Total,1.0,True,1628446197,0,negative
REVIEWER_00338,ASIN_8790,Customer service refused to process my refund. Horrible experience. Good value.,Customer service refused to process my refund. Hor,1.0,True,1618555640,0,service
REVIEWER_00339,ASIN_1539,Great quality item. Very happy with my purchase. Highly recommended!,Great quality item. Very happy with my purchase. H,5.0,True,1615477338,0,positive
REVIEWER_00340,ASIN_7525,The stitching fell apart within a week. Terrible quality control.,The stitching fell apart within a week. Terrible q,1.0,True,1640627071,0,quality
REVIEWER_00341,ASIN_9856,Exceeded my expectations. Fast shipping and excellent packaging.,Exceeded my expectations. Fast shipping and excell,4.0,True,1620590206,0,positive
REVIEWER_00342,ASIN_1879,Arrived damaged and customer service was useless. Never buying again.,Arrived damaged and customer service was useless. ,1.0,True,1612736991,0,negative
REVIEWER_00343,ASIN_7499,Very disappointed. Product looks nothing like the pictures.,Very disappointed. Product looks nothing like the ,2.0,True,1635415395,0,negative
REVIEWER_00344,ASIN_7150,Late delivery and the item was defective. Extremely frustrating.,Late delivery and the item was defective. Extremel,2.0,True,1623949612,0,negative
REVIEWER_00345,ASIN_5037,Incredible product. Customer support was also very helpful. Very useful item.,Incredible product. Customer support was also very,5.0,True,1633387151,0,positive
REVIEWER_00346,ASIN_3527,Outstanding quality. My family loves it. Five stars all the way!,Outstanding quality. My family loves it. Five star,4.0,True,1634277913,0,positive
REVIEWER_00347,ASIN_5419,This is garbage. Stopped working after a week. Requesting refund. Would buy again.,This is garbage. Stopped working after a week. Req,1.0,True,1612889517,0,negative
REVIEWER_00348,ASIN_7685,Exceeded my expectations. Fast shipping and excellent packaging.,Exceeded my expectations. Fast shipping and excell,5.0,True,1612925135,0,positive
REVIEWER_00349,ASIN_7311,"Wonderful item, very well made. Arrived earlier than expected.","Wonderful item, very well made. Arrived earlier th",4.0,True,1609873282,0,positive
REVIEWER_00350,ASIN_4977,Fantastic! Works like a charm. Great value for money.,Fantastic! Works like a charm. Great value for mon,4.0,True,1628651007,0,positive
REVIEWER_00351,ASIN_3390,"Does the job, but there are probably better options available. Would buy again.","Does the job, but there are probably better option",3.0,True,1611582093,0,neutral
REVIEWER_00352,ASIN_5040,Outstanding quality. My family loves it. Five stars all the way! Bought for my wife.,Outstanding quality. My family loves it. Five star,5.0,True,1633648571,0,positive
REVIEWER_00353,ASIN_7483,"Not bad, not great either. Might be useful for some people. Would buy again.","Not bad, not great either. Might be useful for som",3.0,True,1620606559,1,neutral
REVIEWER_00354,ASIN_3230,Item arrived damaged due to bad packaging during shipping.,Item arrived damaged due to bad packaging during s,2.0,True,1619540135,0,delivery
REVIEWER_00355,ASIN_6228,Poor quality materials. Falls apart easily. Do not buy.,Poor quality materials. Falls apart easily. Do not,2.0,True,1619238577,0,negative
REVIEWER_00356,ASIN_5592,Absolutely the best thing I have ever bought. 10/10 would recommend!!!!,Absolutely the best thing I have ever bought. 10/1,5.0,False,1636856209,1,fake
REVIEWER_00357,ASIN_9939,Delivery was delayed by ten days. Very poor logistics.,Delivery was delayed by ten days. Very poor logist,1.0,True,1615496555,0,delivery
REVIEWER_00358,ASIN_8563,Wonderful wonderful! Best purchase ever! Amazing quality amazing price!,Wonderful wonderful! Best purchase ever! Amazing q,5.0,False,1633228054,1,fake
REVIEWER_00359,ASIN_7703,Outstanding quality. My family loves it. Five stars all the way!,Outstanding quality. My family loves it. Five star,4.0,True,1632040582,0,positive
REVIEWER_00360,ASIN_7176,Late delivery and the item was defective. Extremely frustrating. Great gift idea.,Late delivery and the item was defective. Extremel,1.0,True,1611941058,0,negative
REVIEWER_00361,ASIN_7853,Do not buy this. It broke immediately and smells strange.,Do not buy this. It broke immediately and smells s,2.0,True,1627700906,0,negative
REVIEWER_00362,ASIN_6816,"Wonderful item, very well made. Arrived earlier than expected. Great gift idea.","Wonderful item, very well made. Arrived earlier th",4.0,True,1615040593,0,positive
REVIEWER_00363,ASIN_8052,It is okay for the price. Does what it says but nothing special.,It is okay for the price. Does what it says but no,3.0,True,1613014109,0,neutral
REVIEWER_00364,ASIN_4621,Outstanding quality. My family loves it. Five stars all the way!,Outstanding quality. My family loves it. Five star,4.0,True,1624417046,0,positive
